,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
439323,202035985,3001,DEATH INVESTIGATION,A1,65,0,5/25/2020 10:59,2020,5,Monday,10,BLOSSOM ST,42.361697,-71.066858,"(42.36169700, -71.06685800)"
452156,202022267,3301,VERBAL DISPUTE,B2,611,0,3/22/2020 20:53,2020,3,Sunday,20,NEW WHITNEY ST,42.333518,-71.110717,"(42.33351800, -71.11071700)"
470288,202002633,3802,M/V ACCIDENT - PROPERTY DAMAGE,A7,16,0,1/10/2020 19:54,2020,1,Friday,19,SARATOGA ST,42.38064,-71.025564,"(42.38064000, -71.02556400)"
441604,202033534,3115,INVESTIGATE PERSON,C6,186,0,5/14/2020 18:23,2020,5,Thursday,18,MASSACHUSETTS AVE,42.321986,-71.062806,"(42.32198600, -71.06280600)"
448584,202026095,1304,PROPERTY - STOLEN THEN RECOVERED,A15,41,0,4/8/2020 9:00,2020,4,Wednesday,9,VINE ST,42.376631,-71.055931,"(42.37663100, -71.05593100)"
432743,202043082,3301,VERBAL DISPUTE,D14,749,0,6/20/2020 2:17,2020,6,Saturday,2,CHESTNUT HILL AVE,42.335399,-71.150256,"(42.33539900, -71.15025600)"
442490,202032571,3114,INVESTIGATE PROPERTY,E13,643,0,5/3/2020 12:20,2020,5,Sunday,12,ELIOT ST,42.310796,-71.116625,"(42.31079600, -71.11662500)"
427871,202048298,3005,SICK ASSIST,D14,757,0,7/8/2020 22:26,2020,7,Wednesday,22,NEWTON ST,42.356876,-71.164346,"(42.35687600, -71.16434600)"
470146,202002782,3625,DANGEROUS OR HAZARDOUS CONDITION,E13, ,0,1/11/2020 11:45,2020,1,Saturday,11,GREEN ST,42.309607,-71.104991,"(42.30960700, -71.10499100)"
452426,202021988,3115,INVESTIGATE PERSON,D14,778,0,3/21/2020 13:50,2020,3,Saturday,13,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
457474,202016558,801,ASSAULT - SIMPLE,E18,542,0,2/29/2020 20:24,2020,2,Saturday,20,OAK PL,42.253472,-71.127952,"(42.25347200, -71.12795200)"
439175,202036142,3301,VERBAL DISPUTE,B2,606,0,5/26/2020 7:37,2020,5,Tuesday,7,HUNTINGTON AVE,42.332961,-71.110419,"(42.33296100, -71.11041900)"
426887,203036047,613,LARCENY SHOPLIFTING,D4,167,0,5/25/2020 16:40,2020,5,Monday,16,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
456133,202018018,3501,MISSING PERSON,B2,282,0,3/5/2020 7:30,2020,3,Thursday,7,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
471620,202001182,1402,VANDALISM,E5,714,0,1/4/2020 20:30,2020,1,Saturday,20,SALMAN ST,42.262449,-71.165873,"(42.26244900, -71.16587300)"
466785,202006449,3115,INVESTIGATE PERSON,E18,520,0,1/24/2020 16:39,2020,1,Friday,16,HARVARD AVE,42.257065,-71.122379,"(42.25706500, -71.12237900)"
439423,202035881,3803,M/V ACCIDENT - PERSONAL INJURY,D4,619,0,5/24/2020 20:29,2020,5,Sunday,20,MASSACHUSETTS AVE,42.344395,-71.08632,"(42.34439500, -71.08632000)"
463351,202010171,3005,SICK ASSIST,C11,333,0,2/6/2020 18:15,2020,2,Thursday,18,MOUNT EVERETT ST,42.310135,-71.070293,"(42.31013500, -71.07029300)"
438774,202036571,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,271,0,5/27/2020 17:25,2020,5,Wednesday,17,NORTHAMPTON ST,42.334636,-71.075975,"(42.33463600, -71.07597500)"
466518,202006731,2647,THREATS TO DO BODILY HARM,A15,41,0,1/25/2020 18:00,2020,1,Saturday,18,VINE ST,42.376631,-71.055931,"(42.37663100, -71.05593100)"
446619,202028167,2612,FIRE REPORT/ALARM - FALSE,D4,272,0,4/20/2020 11:13,2020,4,Monday,11,E LENOX ST,42.334866,-71.078551,"(42.33486600, -71.07855100)"
472598,202000120,3115,INVESTIGATE PERSON,D4,139,0,1/1/2020 10:41,2020,1,Wednesday,10,BEACON ST,42.351181,-71.088241,"(42.35118100, -71.08824100)"
469412,202003584,3410,TOWED MOTOR VEHICLE,A1,67,0,1/14/2020 7:57,2020,1,Tuesday,7,IRVING ST,42.359951,-71.066352,"(42.35995100, -71.06635200)"
459611,202014245,2613,ANIMAL ABUSE,E13,571,0,2/21/2020 16:53,2020,2,Friday,16,MONTEBELLO RD,42.311767,-71.099715,"(42.31176700, -71.09971500)"
462369,202011226,619,LARCENY ALL OTHERS,B2,282,0,2/10/2020 0:45,2020,2,Monday,0,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
437504,202037938,540,BURGLARY - COMMERICAL,D4,167,0,5/31/2020 16:00,2020,5,Sunday,16,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
443167,202031861,1109,FRAUD - WIRE,B3,465,0,4/27/2020 0:00,2020,4,Monday,0,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
441557,202033585,3115,INVESTIGATE PERSON,E18,512,0,5/15/2020 1:50,2020,5,Friday,1,BEACON ST,42.254867,-71.11394,"(42.25486700, -71.11394000)"
427596,202048585,3115,INVESTIGATE PERSON,C11,356,0,7/10/2020 4:28,2020,7,Friday,4,GENEVA AVE,42.298488,-71.063132,"(42.29848800, -71.06313200)"
468954,202004088,520,BURGLARY - RESIDENTIAL,C6,256,0,1/14/2020 8:00,2020,1,Tuesday,8,WILLIAM T MORRISSEY BLVD,42.319285,-71.050271,"(42.31928500, -71.05027100)"
467761,202005358,2610,TRESPASSING,A1,98,0,1/20/2020 22:10,2020,1,Monday,22,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)"
456753,202017340,801,ASSAULT - SIMPLE,B3,432,0,3/3/2020 15:20,2020,3,Tuesday,15,WOODROW AVE,42.287836,-71.08101,"(42.28783600, -71.08101000)"
445872,202028966,3007,SUDDEN DEATH,B3,416,0,4/24/2020 0:54,2020,4,Friday,0,OGDEN ST,42.280218,-71.071388,"(42.28021800, -71.07138800)"
454584,202019679,3202,PROPERTY - LOST THEN LOCATED,A1,91,0,3/11/2020 18:17,2020,3,Wednesday,18,FULTON ST,42.361967,-71.053545,"(42.36196700, -71.05354500)"
456528,202017584,2670,HARASSMENT/ CRIMINAL HARASSMENT,B2,296,0,3/4/2020 14:00,2020,3,Wednesday,14,WARREN ST,42.322216,-71.082067,"(42.32221600, -71.08206700)"
457143,202016915,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,748,0,3/1/2020 23:00,2020,3,Sunday,23,BROADLAWN PARK,42.302998,-71.164495,"(42.30299800, -71.16449500)"
470407,202002506,3301,VERBAL DISPUTE,B3,414,0,1/10/2020 13:41,2020,1,Friday,13,CLANCY RD,42.277583,-71.070991,"(42.27758300, -71.07099100)"
436334,202039197,2670,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,6/5/2020 15:41,2020,6,Friday,15,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
460078,202013744,3301,VERBAL DISPUTE,B3,428,0,2/19/2020 19:25,2020,2,Wednesday,19,SUTTON ST,42.281972,-71.089124,"(42.28197200, -71.08912400)"
470246,202002678,3115,INVESTIGATE PERSON,E13,567,0,1/10/2020 23:23,2020,1,Friday,23,GLEN RD,42.308571,-71.101398,"(42.30857100, -71.10139800)"
450413,202024135,1402,VANDALISM,D4,167,0,3/27/2020 12:00,2020,3,Friday,12,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
430264,202045742,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,5/31/2020 0:00,2020,5,Sunday,0,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
463253,202010275,2670,HARASSMENT/ CRIMINAL HARASSMENT,D4,903,0,2/7/2020 8:41,2020,2,Friday,8,LATTIMORE CT,42.336766,-71.082051,"(42.33676600, -71.08205100)"
434965,202040667,1107,FRAUD - IMPERSONATION,D4,167,0,5/4/2020 8:00,2020,5,Monday,8,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
447570,202027169,613,LARCENY SHOPLIFTING,A1,113,0,4/15/2020 10:12,2020,4,Wednesday,10,SUMMER ST,42.354262,-71.058833,"(42.35426200, -71.05883300)"
435069,202040552,724,AUTO THEFT,B2,316,0,6/10/2020 23:42,2020,6,Wednesday,23,HUTCHINGS ST,42.311373,-71.091516,"(42.31137300, -71.09151600)"
435067,202040554,3803,M/V ACCIDENT - PERSONAL INJURY,A7,15,0,6/10/2020 23:27,2020,6,Wednesday,23,BENNINGTON ST,42.382285,-71.019427,"(42.38228500, -71.01942700)"
468044,202005063,2670,HARASSMENT/ CRIMINAL HARASSMENT,D4,624,0,1/18/2020 23:00,2020,1,Saturday,23,JERSEY ST,42.344126,-71.097608,"(42.34412600, -71.09760800)"
470657,202002237,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,1/9/2020 14:15,2020,1,Thursday,14,BLUE HILL AVE,42.309894,-71.082318,"(42.30989400, -71.08231800)"
466966,202006248,801,ASSAULT - SIMPLE,C6,936,0,1/23/2020 21:30,2020,1,Thursday,21,B ST,42.339176,-71.055847,"(42.33917600, -71.05584700)"
438148,202037251,3301,VERBAL DISPUTE,C11,338,0,5/29/2020 22:36,2020,5,Friday,22,NAVILLUS TER,42.309987,-71.062131,"(42.30998700, -71.06213100)"
451378,202023106,3018,SICK/INJURED/MEDICAL - POLICE,A15,41,0,3/25/2020 12:30,2020,3,Wednesday,12,VINE ST,42.376631,-71.055931,"(42.37663100, -71.05593100)"
468928,202004115,3005,SICK ASSIST,B3,427,0,1/16/2020 4:16,2020,1,Thursday,4,MILDRED AVE,42.276653,-71.091216,"(42.27665300, -71.09121600)"
440960,202034224,2647,THREATS TO DO BODILY HARM,C11,393,0,5/17/2020 19:00,2020,5,Sunday,19,WRENTHAM ST,42.287906,-71.061998,"(42.28790600, -71.06199800)"
466494,202006759,3115,INVESTIGATE PERSON,A1,117,0,1/25/2020 19:25,2020,1,Saturday,19,WASHINGTON ST,42.351229,-71.062899,"(42.35122900, -71.06289900)"
457030,202017039,1402,VANDALISM,A1,97,0,3/2/2020 16:46,2020,3,Monday,16,SCHOOL ST,42.357546,-71.058819,"(42.35754600, -71.05881900)"
471910,202000869,3502,MISSING PERSON - LOCATED,C6,913,0,1/4/2020 0:25,2020,1,Saturday,0,NORTH POINT DR,42.320086,-71.041215,"(42.32008600, -71.04121500)"
431396,202044532,3115,INVESTIGATE PERSON,E18,493,0,6/25/2020 3:47,2020,6,Thursday,3,WOOD AVE,42.265214,-71.110241,"(42.26521400, -71.11024100)"
468667,202004395,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,0,1/17/2020 7:32,2020,1,Friday,7,CLAREMONT PARK,42.342104,-71.08118,"(42.34210400, -71.08118000)"
435251,202040357,3005,SICK ASSIST,C6, ,0,6/9/2020 15:38,2020,6,Tuesday,15,MONSIGNOR DENNIS F O'CALLAGHAN WAY,42.324764,-71.053403,"(42.32476400, -71.05340300)"
430821,202045152,617,LARCENY THEFT FROM BUILDING,D4,167,0,6/26/2020 12:00,2020,6,Friday,12,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
461081,202012669,613,LARCENY SHOPLIFTING,C11,358,0,2/15/2020 12:50,2020,2,Saturday,12,WASHINGTON ST,42.355123,-71.060879,"(42.35512300, -71.06087900)"
451542,202022930,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,200,0,3/25/2020 1:00,2020,3,Wednesday,1,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
461408,202012310,3110,SERVICE TO OTHER AGENCY,B2,288,0,2/12/2020 12:11,2020,2,Wednesday,12,ROXBURY ST,42.32952,-71.085306,"(42.32952000, -71.08530600)"
452902,202021477,3018,SICK/INJURED/MEDICAL - POLICE,E18,516,0,2/24/2020 8:00,2020,2,Monday,8,WILLIAMS AVE,42.248318,-71.116762,"(42.24831800, -71.11676200)"
430626,202045359,3301,VERBAL DISPUTE,C11,405,0,6/28/2020 3:32,2020,6,Sunday,3,AVONDALE ST,42.27426,-71.069002,"(42.27426000, -71.06900200)"
428829,202047281,617,LARCENY THEFT FROM BUILDING,A1,105,0,7/5/2020 12:13,2020,7,Sunday,12,SUMMER ST,42.355216,-71.060128,"(42.35521600, -71.06012800)"
453416,202020912,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,3/16/2020 16:30,2020,3,Monday,16,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
438364,202037015,3006,SICK/INJURED/MEDICAL - PERSON,C11,351,0,5/29/2020 7:54,2020,5,Friday,7,ADAMS ST,42.299636,-71.058511,"(42.29963600, -71.05851100)"
471214,202001622,1107,FRAUD - IMPERSONATION,D4,167,0,1/5/2020 0:00,2020,1,Sunday,0,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
463704,202009791,3301,VERBAL DISPUTE,A7, ,0,2/5/2020 14:27,2020,2,Wednesday,14,BORDER ST,42.381664,-71.040303,"(42.38166400, -71.04030300)"
444227,202030721,801,ASSAULT - SIMPLE,C11,462,0,5/2/2020 4:46,2020,5,Saturday,4,BOWDOIN AVE,42.300909,-71.074258,"(42.30090900, -71.07425800)"
435546,202040035,3301,VERBAL DISPUTE,D4,273,0,6/8/2020 22:28,2020,6,Monday,22,NORTHAMPTON ST,42.337989,-71.080037,"(42.33798900, -71.08003700)"
444892,202030011,3112,LANDLORD - TENANT,D14,782,0,2/1/2020 12:00,2020,2,Saturday,12,POMEROY ST,42.353509,-71.141538,"(42.35350900, -71.14153800)"
441926,202033181,614,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,5/13/2020 13:38,2020,5,Wednesday,13,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
453726,202020593,614,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,255,0,3/15/2020 5:01,2020,3,Sunday,5,DORCHESTER AVE,42.310214,-71.05783,"(42.31021400, -71.05783000)"
462092,202011540,3301,VERBAL DISPUTE,A1,63,0,2/11/2020 18:00,2020,2,Tuesday,18,STANIFORD ST,42.363745,-71.063546,"(42.36374500, -71.06354600)"
427580,202048603,3115,INVESTIGATE PERSON,D4,143,0,7/10/2020 8:00,2020,7,Friday,8,BOYLSTON ST,42.349019,-71.081301,"(42.34901900, -71.08130100)"
470956,202001912,3807,M/V ACCIDENT - OTHER CITY VEHICLE,C11,949,0,1/8/2020 9:14,2020,1,Wednesday,9,BOWDOIN ST,42.308393,-71.064731,"(42.30839300, -71.06473100)"
446061,202028758,3115,INVESTIGATE PERSON,B3,458,0,4/22/2020 23:42,2020,4,Wednesday,23,MICHIGAN AVE,42.302505,-71.083294,"(42.30250500, -71.08329400)"
440778,202034427,423,ASSAULT - AGGRAVATED,B2,329,0,5/18/2020 17:37,2020,5,Monday,17,WASHINGTON ST,42.305766,-71.080975,"(42.30576600, -71.08097500)"
433305,202042478,613,LARCENY SHOPLIFTING,D4,157,0,6/17/2020 18:30,2020,6,Wednesday,18,TREMONT ST,42.341823,-71.075629,"(42.34182300, -71.07562900)"
439263,202036049,3119,FIREARM/WEAPON - FOUND OR CONFISCATED,D14,779,0,5/25/2020 16:35,2020,5,Monday,16,ELMIRA ST,42.352786,-71.148675,"(42.35278600, -71.14867500)"
471524,202001287,3115,INVESTIGATE PERSON,E18,523,0,1/6/2020 0:54,2020,1,Monday,0,WINTER ST,42.248342,-71.128187,"(42.24834200, -71.12818700)"
452962,202021413,1001,FORGERY / COUNTERFEITING,B3,444,0,3/18/2020 19:39,2020,3,Wednesday,19,BLUE HILL AVE,42.295763,-71.08756,"(42.29576300, -71.08756000)"
460966,202012786,3305,DRUNKENNESS,E5,706,0,2/15/2020 23:54,2020,2,Saturday,23,COWING ST,42.27478,-71.149391,"(42.27478000, -71.14939100)"
452764,202021622,3301,VERBAL DISPUTE,E5,730,0,3/19/2020 20:41,2020,3,Thursday,20,BAKER ST,42.281018,-71.168302,"(42.28101800, -71.16830200)"
472060,202000705,2670,HARASSMENT/ CRIMINAL HARASSMENT,D14,778,0,1/3/2020 16:14,2020,1,Friday,16,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
471115,202001740,613,LARCENY SHOPLIFTING,E18,490,0,1/7/2020 16:34,2020,1,Tuesday,16,AMERICAN LEGION HWY,42.27413,-71.116746,"(42.27413000, -71.11674600)"
471204,202001632,3005,SICK ASSIST,E5,735,0,1/7/2020 10:38,2020,1,Tuesday,10,CENTRE ST,42.283971,-71.15689,"(42.28397100, -71.15689000)"
449130,202025502,613,LARCENY SHOPLIFTING,E13,634,0,4/7/2020 10:20,2020,4,Tuesday,10,CENTRE ST,42.320154,-71.111198,"(42.32015400, -71.11119800)"
428928,202047175,3301,VERBAL DISPUTE,B2,309,0,7/4/2020 23:35,2020,7,Saturday,23,S CHARLAME TER,42.319239,-71.084797,"(42.31923900, -71.08479700)"
444450,202030484,3005,SICK ASSIST,C11,355,0,5/1/2020 8:47,2020,5,Friday,8,PARKMAN PL,42.297127,-71.058111,"(42.29712700, -71.05811100)"
427120,202049091,617,LARCENY THEFT FROM BUILDING,C11,335,0,7/12/2020 0:45,2020,7,Sunday,0,BARRY ST,42.308703,-71.068444,"(42.30870300, -71.06844400)"
466548,202006700,3115,INVESTIGATE PERSON,B3,457,0,1/25/2020 15:41,2020,1,Saturday,15,CHARLOTTE ST,42.299442,-71.084897,"(42.29944200, -71.08489700)"
455489,202018705,3502,MISSING PERSON - LOCATED,E18,520,0,3/8/2020 12:30,2020,3,Sunday,12,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
472515,202000210,3301,VERBAL DISPUTE,B3,445,0,1/1/2020 19:12,2020,1,Wednesday,19,ROXTON ST,42.298254,-71.080418,"(42.29825400, -71.08041800)"
471767,202001024,3301,VERBAL DISPUTE,B2,276,0,1/4/2020 19:22,2020,1,Saturday,19,SHAWMUT AVE,42.333182,-71.083076,"(42.33318200, -71.08307600)"
431319,202044616,520,BURGLARY - RESIDENTIAL,E5,706,0,6/25/2020 12:05,2020,6,Thursday,12,COWING ST,42.273537,-71.147696,"(42.27353700, -71.14769600)"
433105,202042694,3108,FIRE REPORT,C6,186,0,6/18/2020 15:39,2020,6,Thursday,15,MASSACHUSETTS AVE,42.324118,-71.064613,"(42.32411800, -71.06461300)"
449114,202025520,3108,FIRE REPORT,B3,465,0,4/7/2020 11:53,2020,4,Tuesday,11,HAVELOCK ST,42.286312,-71.092184,"(42.28631200, -71.09218400)"
442279,202032798,3112,LANDLORD - TENANT,A1,77,0,5/10/2020 13:30,2020,5,Sunday,13,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
466461,202006793,1102,FRAUD - FALSE PRETENSE / SCHEME,B2,282,0,1/25/2020 21:40,2020,1,Saturday,21,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
450793,202023724,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,454,0,3/29/2020 19:45,2020,3,Sunday,19,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
460297,202013507,301,ROBBERY,B3,466,0,2/19/2020 4:36,2020,2,Wednesday,4,BLUE HILL AVE,42.283896,-71.09168,"(42.28389600, -71.09168000)"
434374,202041335,1402,VANDALISM,B3,455,0,6/10/2020 0:00,2020,6,Wednesday,0,NORWELL ST,42.300277,-71.078839,"(42.30027700, -71.07883900)"
427618,202048562,3115,INVESTIGATE PERSON,E5,710,0,7/10/2020 0:59,2020,7,Friday,0,WASHINGTON ST,42.267167,-71.150734,"(42.26716700, -71.15073400)"
467136,202006058,3410,TOWED MOTOR VEHICLE,B3,411,0,1/23/2020 12:38,2020,1,Thursday,12,FREELAND ST,42.274421,-71.078888,"(42.27442100, -71.07888800)"
450220,202024341,3801,M/V ACCIDENT - OTHER,E18,520,0,3/31/2020 19:00,2020,3,Tuesday,19,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
463266,202010262,3006,SICK/INJURED/MEDICAL - PERSON,B2, ,0,2/7/2020 6:01,2020,2,Friday,6,BROOKLINE AVE,42.339623,-71.106497,"(42.33962300, -71.10649700)"
434210,202041509,3201,PROPERTY - LOST/ MISSING,E18,520,0,6/14/2020 9:07,2020,6,Sunday,9,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
465352,202008010,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,206,0,1/30/2020 10:06,2020,1,Thursday,10,SEAPORT BLVD,42.350737,-71.043484,"(42.35073700, -71.04348400)"
439842,202035434,801,ASSAULT - SIMPLE,D14,778,0,5/22/2020 18:00,2020,5,Friday,18,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
467361,202005797,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,164,0,1/11/2020 15:01,2020,1,Saturday,15,WASHINGTON ST,42.342215,-71.067805,"(42.34221500, -71.06780500)"
438656,202036701,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,263,0,5/28/2020 5:00,2020,5,Thursday,5,WINTHROP ST,42.323297,-71.07549,"(42.32329700, -71.07549000)"
449441,202025170,3115,INVESTIGATE PERSON,E5,746,0,4/5/2020 9:40,2020,4,Sunday,9,LAGRANGE ST,42.292777,-71.169897,"(42.29277700, -71.16989700)"
470250,202002674,3115,INVESTIGATE PERSON,B3,422,0,1/10/2020 23:00,2020,1,Friday,23,RIVER ST,42.271414,-71.080143,"(42.27141400, -71.08014300)"
464156,202009301,3115,INVESTIGATE PERSON,B3,457,0,2/3/2020 0:00,2020,2,Monday,0,DRUMMOND ST,42.300667,-71.084228,"(42.30066700, -71.08422800)"
459591,202014267,641,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,D4,143,0,2/21/2020 17:58,2020,2,Friday,17,BOYLSTON ST,42.348623,-71.082776,"(42.34862300, -71.08277600)"
426997,202049220,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,7/11/2020 6:30,2020,7,Saturday,6,EMMONS ST,42.371086,-71.038278,"(42.37108600, -71.03827800)"
469513,202003475,3115,INVESTIGATE PERSON,D4,167,0,1/13/2020 11:30,2020,1,Monday,11,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
431399,202044529,540,BURGLARY - COMMERICAL,D4,149,0,6/25/2020 4:10,2020,6,Thursday,4,COLUMBUS AVE,42.343476,-71.078227,"(42.34347600, -71.07822700)"
454773,202019475,801,ASSAULT - SIMPLE,D14,760,0,3/11/2020 2:00,2020,3,Wednesday,2,FAIRBANKS ST,42.350713,-71.162965,"(42.35071300, -71.16296500)"
450455,202024088,3006,SICK/INJURED/MEDICAL - PERSON,D14,794,0,3/31/2020 13:01,2020,3,Tuesday,13,COMMONWEALTH AVE,42.350071,-71.132029,"(42.35007100, -71.13202900)"
446863,202027910,724,AUTO THEFT,B3,465,0,4/18/2020 23:00,2020,4,Saturday,23,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
452545,202021862,301,ROBBERY,A1,92,0,3/21/2020 0:36,2020,3,Saturday,0,CITY HALL PLZ,42.359721,-71.058523,"(42.35972100, -71.05852300)"
465320,202008047,3108,FIRE REPORT,D14,801,0,1/30/2020 11:30,2020,1,Thursday,11,CAMBRIDGE ST,42.355666,-71.132447,"(42.35566600, -71.13244700)"
469417,202003578,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,1/13/2020 17:10,2020,1,Monday,17,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
461238,202012500,3410,TOWED MOTOR VEHICLE,B3, ,0,2/14/2020 21:53,2020,2,Friday,21,WENTWORTH TER,42.286494,-71.074067,"(42.28649400, -71.07406700)"
455600,202018583,520,BURGLARY - RESIDENTIAL,B2,326,0,3/7/2020 22:11,2020,3,Saturday,22,PERTH ST,42.313099,-71.076397,"(42.31309900, -71.07639700)"
463066,202010476,3301,VERBAL DISPUTE,D14,802,0,2/7/2020 19:36,2020,2,Friday,19,CAMBRIDGE ST,42.354408,-71.135404,"(42.35440800, -71.13540400)"
469292,202003711,617,LARCENY THEFT FROM BUILDING,D4,130,0,1/14/2020 15:00,2020,1,Tuesday,15,BOYLSTON ST,42.349801,-71.078409,"(42.34980100, -71.07840900)"
443417,202031594,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6, ,0,5/6/2020 5:47,2020,5,Wednesday,5,OLD COLONY AVE,42.325573,-71.052481,"(42.32557300, -71.05248100)"
459482,202014382,2905,VAL - VIOLATION OF AUTO LAW,A1,75,0,2/21/2020 18:40,2020,2,Friday,18,CAUSEWAY ST,42.364975,-71.062044,"(42.36497500, -71.06204400)"
457603,202016424,3301,VERBAL DISPUTE,B2,330,0,2/29/2020 12:14,2020,2,Saturday,12,WASHINGTON ST,42.305766,-71.080975,"(42.30576600, -71.08097500)"
444373,202030568,2403,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,B2,311,0,5/1/2020 13:00,2020,5,Friday,13,WOODBINE ST,42.318979,-71.079646,"(42.31897900, -71.07964600)"
442709,202032343,3115,INVESTIGATE PERSON,E18,525,0,5/9/2020 15:16,2020,5,Saturday,15,RILEY RD,42.236864,-71.128591,"(42.23686400, -71.12859100)"
435567,202040010,3115,INVESTIGATE PERSON,E5,724,0,6/8/2020 21:07,2020,6,Monday,21,VFW PKWY,42.26932,-71.172049,"(42.26932000, -71.17204900)"
438222,202037173,1402,VANDALISM,B2,920,0,5/28/2020 22:00,2020,5,Thursday,22,SEAVER ST,42.308788,-71.090556,"(42.30878800, -71.09055600)"
442170,202032920,3115,INVESTIGATE PERSON,D4,167,0,5/12/2020 9:27,2020,5,Tuesday,9,E CANTON ST,42.33789,-71.069194,"(42.33789000, -71.06919400)"
465209,202008171,613,LARCENY SHOPLIFTING,D4, ,0,1/30/2020 18:24,2020,1,Thursday,18,NEWBURY ST,42.349997,-71.081034,"(42.34999700, -71.08103400)"
428137,202048008,3115,INVESTIGATE PERSON,B2,328,0,7/7/2020 22:20,2020,7,Tuesday,22,LAWRENCE AVE,42.311611,-71.076256,"(42.31161100, -71.07625600)"
437204,202038264,801,ASSAULT - SIMPLE,E18,495,0,6/2/2020 10:34,2020,6,Tuesday,10,GREENWOOD CIR,42.264855,-71.11999,"(42.26485500, -71.11999000)"
464794,202008616,3801,M/V ACCIDENT - OTHER,C11,450,0,2/1/2020 12:42,2020,2,Saturday,12,WASHINGTON ST,42.290574,-71.071657,"(42.29057400, -71.07165700)"
458349,202015608,423,ASSAULT - AGGRAVATED,B3,465,0,2/26/2020 15:25,2020,2,Wednesday,15,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
428947,202047155,1402,VANDALISM,A7,22,0,7/4/2020 14:30,2020,7,Saturday,14,HAVRE ST,42.374951,-71.035879,"(42.37495100, -71.03587900)"
432193,202043675,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,5/14/2020 0:00,2020,5,Thursday,0,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
449406,202025206,423,ASSAULT - AGGRAVATED,C11,396,1,4/5/2020 15:45,2020,4,Sunday,15,SANTUIT ST,42.290424,-71.063807,"(42.29042400, -71.06380700)"
